Source,Target
Love Is Strange,Marisa Tomei
Emmy Rossum,You're Not You
Emmy Rossum,The Phantom of the Opera
Emmy Rossum,Comet
Emmy Rossum,The Day After Tomorrow
Emmy Rossum,Poseidon
Cold Creek Manor,Sharon Stone
Liza Minnelli,"New York, New York"
In America,Samantha Morton
In America,Djimon Hounsou
In America,Sarah Bolger
David Forrester,Tales from the Darkside: The Movie
Ransom,Brawley Nolte
Joseph Mazzello,The Cure
Joseph Mazzello,Simon Birch
Rahul Patel,Trapped
Ice-T,Trespass
Bhumi Pednekar,Bheed
King Kong,Fay Wray
King Kong,Robert Armstrong
King Kong,Bruce Cabot
King Kong,Frank Reicher
King Kong,Naomi Watts
King Kong,Jack Black
King Kong,Thomas Kretschmann
King Kong,Jeff Bridges
King Kong,Jessica Lange
King Kong,John Randolph
Toy Story 2,Tom Hanks
Toy Story 2,Tim Allen
Yvonne Landry,Mississippi Grind
Easy Virtue,Ben Barnes
Easy Virtue,Kristin Scott Thomas
Easy Virtue,Colin Firth
The Good Shepherd,Angelina Jolie
The Good Shepherd,Alec Baldwin
Blow Out,John Travolta
Blow Out,Nancy Allen
Blow Out,John Lithgow
Blow Out,Dennis Franz
The Emperor's Club,Kevin Kline
Elvis,Tom Hanks
Elvis,Olivia DeJonge
Elvis,Helen Thomson
Scream 2,Neve Campbell
Scream 2,David Arquette
Steven Bauer,The Beast of War
Steven Bauer,Raising Cain
Blaze Berdahl,We're Back! A Dinosaur's Story
Brad's Status,Ben Stiller
Brad's Status,Austin Abrams
Brad's Status,Michael Sheen
At Close Range,Christopher Walken
At Close Range,Mary Stuart Masterson
At Close Range,Chris Penn
Elizabeth Lawrence,Sleeping with the Enemy
Fat City,Jeff Bridges
Fat City,Candy Clark
Andy Samberg,Storks
Natalie Martinez,Self/less
Don Cheadle,Reign Over Me
Don Cheadle,Mission to Mars
Walter Abel,Fury
Dennis Hopper,Easy Rider
Dennis Hopper,Rumble Fish
Jenny Wright,Near Dark
Joel Marsh Garland,The Bounty Hunter
Karen Black,Five Easy Pieces
All the King's Men,Broderick Crawford
All the King's Men,John Ireland
All the King's Men,Joanne Dru
All the King's Men,John Derek
All the King's Men,Kate Winslet
Adam Brody,Jennifer's Body
Gabriel Byrne,Point of No Return
Fisherman's Friends,Meadow Nobrega
Fisherman's Friends,David Hayman
Fisherman's Friends,Maggie Steed
Eliza Taylor,Christmas Inheritance
Bruce Dern,Monster
Clark Gregg,Labor Day
Maggie Cheung,Hero
Harold Perrineau,The Edge
Walter Levine,Blues Brothers 2000
Santa Claus: The Movie,Dudley Moore
Santa Claus: The Movie,John Lithgow
Santa Claus: The Movie,David Huddleston
America's Sweethearts,Julia Roberts
America's Sweethearts,Billy Crystal
Nathan Parsons,I Still Believe
Something's Gotta Give,Keanu Reeves
Something's Gotta Give,Amanda Peet
Christopher Guest,Mrs. Henderson Presents
Colleen Dewhurst,Dying Young
Lee Tergesen,Monster
The World According to Garp,Mary Beth Hurt
The World According to Garp,John Lithgow
Kevin Heffernan,Club Dread
John C. Reilly,For Love of the Game
Claire Foy,My Son
Demi Lovato,Smurfs: The Lost Village
Yoo Ji-tae,Oldboy
Natalie Portman,Song to Song
Raging Bull,Cathy Moriarty
Raging Bull,Joe Pesci
The Craft,Fairuza Balk
The Craft,Neve Campbell
The Craft,Rachel True
The Last Legion,Colin Firth
The Last Legion,Ben Kingsley
The Last Legion,Aishwarya Rai Bachchan
The Last Legion,Peter Mullan
Roberto Benigni,Pinocchio
Viktor Sukhorukov,The Island
Jackie Brown,Pam Grier
Jackie Brown,Samuel L. Jackson
Jackie Brown,Robert Forster
Yaphet Kotto,Midnight Run
Moon,Sam Rockwell
Moon,Kevin Spacey
Moon,Dominique McElligott
Moon,Rosie Shaw
Elisabeth Shue,Mysterious Skin
Elisabeth Shue,The Karate Kid
Elisabeth Shue,Adventures in Babysitting
Elisabeth Shue,Death Wish
Elisabeth Shue,Hamlet 2
Elisabeth Shue,The Saint
Elisabeth Shue,Cocktail
Elisabeth Shue,Hide and Seek
Kyra Sedgwick,Secondhand Lions
Kyra Sedgwick,The Edge of Seventeen
Kyra Sedgwick,The Woodsman
Kyra Sedgwick,Heart and Souls
Kyra Sedgwick,Singles
Kyra Sedgwick,The Game Plan
Kyra Sedgwick,Phenomenon
Kyra Sedgwick,The Possession
Charles Martin Smith,Starman
My Son,James McAvoy
Starter for 10,James McAvoy
Starter for 10,Alice Eve
Starter for 10,Rebecca Hall
Ed Skrein,Deadpool
Ed Skrein,Tau
Old Dogs,John Travolta
Old Dogs,Kelly Preston
Peyton List,Meeting Evil
Lonette McKee,The Cotton Club
Albert Brooks,The In-Laws
Albert Brooks,The Muse
Eddie Murphy,Shrek
Eddie Murphy,Life
Eddie Murphy,Boomerang
Eddie Murphy,Holy Man
Craig Sheffer,A River Runs Through It
Pamela Reed,Cadillac Man
Deadpool,Ryan Reynolds
Deadpool,Morena Baccarin
Deadpool,T.J. Miller
The Artist,James Cromwell
Lovelace,Amanda Seyfried
Lovelace,Peter Sarsgaard
Lovelace,Sharon Stone
Lovelace,Juno Temple
Buffalo '66,Vincent Gallo
Buffalo '66,Ben Gazzara
Cooties,Rainn Wilson
"Monsters, Inc.",Billy Crystal
Cylk Cozart,Conspiracy Theory
SpaceCamp,Kelly Preston
Kirsten Dunst,Interview with the Vampire: The Vampire Chronicles
Kirsten Dunst,Melancholia
Kirsten Dunst,All Good Things
Kirsten Dunst,Small Soldiers
R.I.P.D.,Ryan Reynolds
R.I.P.D.,Jeff Bridges
R.I.P.D.,Mary-Louise Parker
R.I.P.D.,Kevin Bacon
Jersey Girl,Ben Affleck
Jersey Girl,Raquel Castro
Jersey Girl,Betty Aberlin
Encino Man,Sean Astin
Encino Man,Megan Ward
John Malkovich,Of Mice and Men
John Malkovich,Secretariat
John Malkovich,Mary Reilly
Colors,Maria Conchita Alonso
Colors,Randy Brooks
Joe Pesci,Goodfellas
Joe Pesci,Casino
Joe Pesci,With Honors
Ian Nelson,Switchback
Frank,Domhnall Gleeson
Frank,Maggie Gyllenhaal
Motherless Brooklyn,Alec Baldwin
Motherless Brooklyn,Willem Dafoe
Norman Kerry,The Phantom of the Opera
Modigliani,Andy Garcia
Modigliani,Hippolyte Girardot
Big Business,Bette Midler
Big Business,Lily Tomlin
Big Business,Edward Herrmann
Ned Beatty,Toy Story 3
Ned Beatty,The Big Easy
Kristin Scott Thomas,Darkest Hour
Kristin Scott Thomas,The Horse Whisperer
Kristin Scott Thomas,Only God Forgives
Sonia Braga,The Rookie
Dolph Lundgren,Masters of the Universe
White Squall,Jeff Bridges
White Squall,Caroline Goodall
White Squall,John Savage
White Squall,Scott Wolf
Kai Po Che,Amit Sadh
Kai Po Che,Sushant Singh Rajput
Gene Hackman,Wyatt Earp
Gene Hackman,Postcards from the Edge
Gene Hackman,Heist
Gene Hackman,Uncommon Valor
Karen Allen,Starman
Amber Tamblyn,The Grudge 2
Bill Nighy,Pokémon: Detective Pikachu
Bill Nighy,Underworld: Rise of the Lycans
Celia Weston,Joshua
Zero Effect,Bill Pullman
Zero Effect,Ben Stiller
Zero Effect,Ryan O'Neal
Zero Effect,Kim Dickens
Meryl Streep,Fantastic Mr. Fox
Meryl Streep,Kramer vs. Kramer
Meryl Streep,Doubt
Meryl Streep,Don't Look Up
Meryl Streep,Julie & Julia
Meryl Streep,A Series of Unfortunate Events
Meryl Streep,Florence Foster Jenkins
Meryl Streep,Marvin's Room
Meryl Streep,Postcards from the Edge
Meryl Streep,Mamma Mia! Here We Go Again
Meryl Streep,It's Complicated
Meryl Streep,The Iron Lady
Meryl Streep,Prime
Meryl Streep,Lions for Lambs
Meryl Streep,Ricki and the Flash
Meryl Streep,The Prom
Meryl Streep,She-Devil
Ashby,Emma Roberts
Ashby,Sarah Silverman
Valmont,Colin Firth
Valmont,Annette Bening
Valmont,Meg Tilly
Valmont,Fairuza Balk
James Cromwell,The Queen
James Cromwell,Becoming Jane
Lisa Banes,Cocktail
Once Upon a Time in America,Treat Williams
Yasiin Bey,The Woodsman
Yasiin Bey,The Hitchhiker's Guide to the Galaxy
Yasiin Bey,16 Blocks
Yasiin Bey,Next Day Air
Vincent Gardenia,Death Wish
Fearless,Yong Dong
Fearless,Jeff Bridges
Fearless,Tom Hulce
Patrick Page,Spirited
The Pelican Brief,Julia Roberts
The Pelican Brief,Denzel Washington
Lake Placid,Bill Pullman
Mission: Impossible - Ghost Protocol,Tom Cruise
Mission: Impossible - Ghost Protocol,Jeremy Renner
Mission: Impossible - Ghost Protocol,Paula Patton
Fin Argus,Clouds
Dwight Frye,Dracula
Hoodlum,Laurence Fishburne
Hoodlum,Tim Roth
Hoodlum,Andy Garcia
Pamela Britton,D.O.A.
Jean Reno,The Da Vinci Code
Jean Reno,Armored
Jean Reno,The Pink Panther 2
John Terry,The Big Green
Robert Loggia,Big
Robert Loggia,Prizzi's Honor
Robert Loggia,Holy Man
Black Rain,Michael Douglas
Black Rain,Andy Garcia
We're the Millers,Jason Sudeikis
We're the Millers,Jennifer Aniston
We're the Millers,Emma Roberts
We're the Millers,Ed Helms
Labor Day,Kate Winslet
Nic Knight,Jane Eyre
Samantha Mathis,FernGully: The Last Rainforest
Samantha Mathis,Broken Arrow
Fracture,Ryan Gosling
Fracture,David Strathairn
Big,Tom Hanks
Inherent Vice,Joaquin Phoenix
Inherent Vice,Owen Wilson
Julie & Julia,Chris Messina
Julie & Julia,Stanley Tucci
A Single Shot,Sam Rockwell
A Single Shot,Kelly Reilly
A Single Shot,Jason Isaacs
Edmund Breon,The Woman in the Window
The Family,Dianna Agron
Michael Douglas,The Game
Michael Douglas,Wall Street: Money Never Sleeps
Michael Douglas,Disclosure
Michael Douglas,The Sentinel
Michael Douglas,The In-Laws
Michael Douglas,"You, Me and Dupree"
Charles Bronson,Death Wish
Keith Carradine,Southern Comfort
Keith Carradine,The Long Riders
Impostor,Vincent D'Onofrio
Impostor,Madeleine Stowe
David Bennent,Legend
Queen of the Damned,Vincent Perez
The Hunger Games: Mockingjay - Part 1,Jennifer Lawrence
Matthew Lawrence,Tales from the Darkside: The Movie
Chris Cooper,Seabiscuit
Chris Cooper,A Beautiful Day in the Neighborhood
The Day After Tomorrow,Dash Mihok
Jesse Plemons,American Made
Richard Widmark,The Alamo
The Getaway,Ben Johnson
The Getaway,Alec Baldwin
The Getaway,Kim Basinger
The Getaway,Michael Madsen
Don't Look Up,Leonardo DiCaprio
Don't Look Up,Jennifer Lawrence
Ann-Margret,Going in Style
The Cotton Club,Gregory Hines
The Cotton Club,Diane Lane
Michael Ealy,Takers
Michael Ealy,About Last Night
Ben Affleck,Argo
Ben Affleck,Air
Ben Affleck,Armageddon
Ben Affleck,Hollywoodland
Bud Luckey,Winnie the Pooh
Omar Elba,A Hologram for the King
Peter Mullan,Welcome to the Punch
I Still Believe,K.J. Apa
I Still Believe,Britt Robertson
Stone,Milla Jovovich
Kramer vs. Kramer,Dustin Hoffman
Kramer vs. Kramer,Jane Alexander
The Seventh Sign,Demi Moore
Courtney Love,The People vs. Larry Flynt
Courtney Love,Trapped
Mireille Enos,World War Z
Mireille Enos,The Captive
D2: The Mighty Ducks,Emilio Estevez
D2: The Mighty Ducks,Kathryn Erbe
D2: The Mighty Ducks,Michael Tucker
D2: The Mighty Ducks,Jan Rubes
G.I. Jane,Demi Moore
G.I. Jane,Anne Bancroft
G.I. Jane,Jason Beghe
Jason Clarke,Pet Sematary
Jason Clarke,Serenity
Murder Mystery 2,Jennifer Aniston
Murder Mystery 2,Mark Strong
Stay Alive,Samaire Armstrong
Stay Alive,Jimmi Simpson
Hilary Swank,You're Not You
Jay Hernandez,The Rookie
Maria Bello,Coyote Ugly
Maria Bello,The Mummy: Tomb of the Dragon Emperor
Peter Gallagher,"Sex, Lies, and Videotape"
Julia Roberts,Wonder
Julia Roberts,Ocean's Eleven
Julia Roberts,Notting Hill
Julia Roberts,Pretty Woman
Julia Roberts,Michael Collins
Julia Roberts,Charlie Wilson's War
Julia Roberts,Hook
Julia Roberts,Stepmom
Julia Roberts,Conspiracy Theory
Julia Roberts,Everyone Says I Love You
Julia Roberts,Money Monster
Julia Roberts,My Best Friend's Wedding
Julia Roberts,Charlotte's Web
Julia Roberts,Sleeping with the Enemy
Julia Roberts,Secret in Their Eyes
Julia Roberts,Ticket to Paradise
Julia Roberts,Larry Crowne
Julia Roberts,The Mexican
Julia Roberts,Duplicity
Julia Roberts,Dying Young
Julia Roberts,Eat Pray Love
Julia Roberts,Mary Reilly
Julia Roberts,Valentine's Day
Julia Roberts,Mother's Day
Julia Roberts,Runaway Bride
Julia Roberts,I Love Trouble
Julia Roberts,Ready to Wear
Jeff Bridges,The Little Prince
Jeff Bridges,Hell or High Water
Jeff Bridges,True Grit
Jeff Bridges,K-PAX
Jeff Bridges,Seabiscuit
Jeff Bridges,Crazy Heart
Jeff Bridges,Bad Times at the El Royale
Jeff Bridges,Thunderbolt and Lightfoot
Jeff Bridges,Starman
Jeff Bridges,The Contender
Jeff Bridges,Surf's Up
Jeff Bridges,Blown Away
Jeff Bridges,Against All Odds
Jeff Bridges,The Muse
Jeff Bridges,Seventh Son
Riz Ahmed,Nightcrawler
Kubo and the Two Strings,Art Parkinson
Kubo and the Two Strings,Matthew McConaughey
Kubo and the Two Strings,Ralph Fiennes
Joe Manganiello,Smurfs: The Lost Village
Matthew Davis,Legally Blonde
Tony Leung Chiu-wai,Hero
You're Not You,Stephanie Beatriz
Art Evans,A Soldier's Story
Lou Diamond Phillips,Young Guns II
Bad Boys,Reni Santoni
Bad Boys,Jim Moody
Bad Boys,Eric Gurry
Bad Boys,Will Smith
Bad Boys,Michael Taliferro
Surf's Up,Shia LaBeouf
Surf's Up,Zooey Deschanel
Surf's Up,Jon Heder
Danny Huston,21 Grams
View from the Top,Christina Applegate
View from the Top,Kelly Preston
View from the Top,Mark Ruffalo
Kingsman: The Secret Service,Colin Firth
Kingsman: The Secret Service,Taron Egerton
Kingsman: The Secret Service,Samuel L. Jackson
Kingsman: The Secret Service,Michael Caine
Maggie Smith,Gnomeo & Juliet
Peter Greene,Blue Streak
Brandon Stanley,Richard Jewell
Brad Dourif,Wildling
Matthew Modine,Cutthroat Island
Rebecca Pidgeon,Heist
Harris Dickinson,Where the Crawdads Sing
Max von Sydow,Shame
Max von Sydow,Minority Report
Max von Sydow,Extremely Loud & Incredibly Close
Max von Sydow,Dreamscape
Michael Schoeffling,Mermaids
Daniella Kertesz,World War Z
Aaron Eckhart,Sully
Aaron Eckhart,Love Happens
Benjamin Walker,Shimmer Lake
Peter Boyle,The Shadow
Valentina Carnelutti,Like Crazy
A Bronx Tale,Lillo Brancato
The Name of the Rose,Sean Connery
The Name of the Rose,Helmut Qualtinger
The Name of the Rose,Elya Baskin
Jami Gertz,Twister
Killing Them Softly,Richard Jenkins
Killing Them Softly,Scoot McNairy
True Grit,John Wayne
True Grit,Glen Campbell
Keanu Reeves,Bram Stoker's Dracula
Keanu Reeves,Sweet November
Keanu Reeves,Hardball
Keanu Reeves,Chain Reaction
"Monica, O My Darling",Sikandar Kher
"Monica, O My Darling",Bagavathi Perumal
Javon 'Wanna' Walton,The Addams Family 2
Peter Cushing,The Mummy
Jim Broadbent,The Iron Lady
Jim Broadbent,Dolittle
Thanks for Sharing,Mark Ruffalo
Thanks for Sharing,Tim Robbins
Thanks for Sharing,Josh Gad
American Gangster,Denzel Washington
American Gangster,Russell Crowe
American Gangster,Chiwetel Ejiofor
Risky Business,Tom Cruise
Risky Business,Joe Pantoliano
Risky Business,Richard Masur
One Flew Over the Cuckoo's Nest,Louise Fletcher
One Flew Over the Cuckoo's Nest,Peter Brocco
Thomas Kretschmann,Head in the Clouds
Domhnall Gleeson,Unbroken
Domhnall Gleeson,American Made
The Edge,Alec Baldwin
The Edge,Elle Macpherson
Bobby,Demi Moore
Bobby,Sharon Stone
Bobby,Harry Belafonte
Peter Fonda,Easy Rider
Stepmom,Jena Malone
Miyavi,Unbroken
Jacki Weaver,Silver Linings Playbook
Jacki Weaver,The Voices
Interview with the Vampire: The Vampire Chronicles,Tom Cruise
Interview with the Vampire: The Vampire Chronicles,Antonio Banderas
Adam Garcia,Coyote Ugly
Mary Stuart Masterson,Bad Girls
Jay Thomas,Mr. Holland's Opus
"Good Night, and Good Luck.",David Strathairn
"Good Night, and Good Luck.",George Clooney
"Good Night, and Good Luck.",Patricia Clarkson
John Leguizamo,Carlito's Way
John Leguizamo,The Fan
John Boyega,They Cloned Tyrone
J.A. Preston,Remo Williams: The Adventure Begins
Ewan McGregor,The Island
Ewan McGregor,Haywire
Rainn Wilson,Super
Rainn Wilson,Reign of the Supermen
Rainn Wilson,Shimmer Lake
Rainn Wilson,The Rocker
Rainn Wilson,The Last Mimzy
Rainn Wilson,Smurfs: The Lost Village
Rainn Wilson,The Meg
TMNT,Patrick Stewart
TMNT,Mako
TMNT,Chris Evans
TMNT,Sarah Michelle Gellar
Crazy Heart,Maggie Gyllenhaal
Crazy Heart,Colin Farrell
The Book of Eli,Denzel Washington
The Book of Eli,Gary Oldman
The Big Bounce,Owen Wilson
The Big Bounce,Morgan Freeman
The Big Bounce,Sara Foster
André Penvern,Grace of Monaco
The Da Vinci Code,Tom Hanks
The Da Vinci Code,Audrey Tautou
Winnie the Pooh,Jim Cummings
Winnie the Pooh,John Cleese
Patrick Dempsey,With Honors
Confidence,Edward Burns
Confidence,Dustin Hoffman
Confidence,Rachel Weisz
Confidence,Andy Garcia
Michael Clarke Duncan,The Green Mile
Tony Goldwyn,Mark Felt: The Man Who Brought Down the White House
Moneyball,Robin Wright
Moneyball,Philip Seymour Hoffman
Ben Stiller,Meet the Fockers
Ben Stiller,While We're Young
Ben Stiller,Along Came Polly
Se7en,Morgan Freeman
Se7en,Kevin Spacey
Se7en,Andrew Kevin Walker
Edward Burns,Saving Private Ryan
Edward Burns,She's the One
Brian Kerwin,Jack
Eddie Byrne,The Mummy
Sean Faris,Never Back Down
Sean Faris,"Yours, Mine & Ours"
Bruce Greenwood,Racing Stripes
Lionel Stander,"New York, New York"
Alex Jennings,The Queen
Rosario Dawson,A Guide to Recognizing Your Saints
Rosario Dawson,The Captive
Pankaj Tripathi,Ludo
Pankaj Tripathi,Stree
Pankaj Tripathi,Seeking True Love
Rhys Ifans,Notting Hill
Rhys Ifans,Serena
Shiladitya Sen,Trapped
Batman,Michael Keaton
Batman,Kim Basinger
Batman,Robert Wuhl
Mia Sara,Legend
Dan Aykroyd,Dragnet
Dan Aykroyd,Celtic Pride
Dan Aykroyd,Nothing But Trouble
Dan Aykroyd,Blues Brothers 2000
We Are Marshall,Matthew McConaughey
We Are Marshall,Matthew Fox
We Are Marshall,David Strathairn
The Phantom of the Opera,Lon Chaney
The Phantom of the Opera,Mary Philbin
Sweet November,Jason Isaacs
Sweet November,Greg Germann
Hard Rain,Morgan Freeman
Inkheart,Andy Serkis
Inkheart,Eliza Bennett
Inkheart,Sienna Guillory
Famke Janssen,Hide and Seek
Garret Dillahunt,Winter's Bone
Sinbad: Legend of the Seven Seas,Joseph Fiennes
The Island,Dmitriy Dyuzhev
The Island,Scarlett Johansson
The Island,Djimon Hounsou
High Spirits,Peter O'Toole
High Spirits,Daryl Hannah
High Spirits,Donal McCann
Fury,Sylvia Sidney
Fury,Spencer Tracy
Fury,Bruce Cabot
Fury,Shia LaBeouf
Fury,Logan Lerman
Ashley Jensen,Gnomeo & Juliet
Middle Men,Luke Wilson
Middle Men,Giovanni Ribisi
Middle Men,Gabriel Macht
The Horse Whisperer,Robert Redford
The Horse Whisperer,Dianne Wiest
Hollywoodland,Diane Lane
Rob Brown,The Express
Anna Kendrick,The Voices
Anna Kendrick,Mr. Right
Amanda Seyfried,Les Misérables
Amanda Seyfried,First Reformed
Amanda Seyfried,Fathers & Daughters
Amanda Seyfried,Mank
Amanda Seyfried,Mamma Mia! Here We Go Again
Amanda Seyfried,Letters to Juliet
Amanda Seyfried,Chloe
Amanda Seyfried,Ted 2
Amanda Seyfried,Dear John
Amanda Seyfried,While We're Young
Amanda Seyfried,A Million Ways to Die in the West
Amanda Seyfried,Gone
Amanda Seyfried,Jennifer's Body
Amanda Seyfried,You Should Have Left
Picture Perfect,Jennifer Aniston
Picture Perfect,Jay Mohr
Picture Perfect,Kevin Bacon
Picture Perfect,Olympia Dukakis
Mr. Brooks,Kevin Costner
Mr. Brooks,Demi Moore
Mr. Brooks,William Hurt
James McAvoy,Atonement
James McAvoy,Split
James McAvoy,Filth
James McAvoy,Becoming Jane
James McAvoy,X-Men: Apocalypse
James McAvoy,The Conspirator
James McAvoy,The Disappearance of Eleanor Rigby: Him
James McAvoy,Penelope
James McAvoy,The Disappearance of Eleanor Rigby: Them
James McAvoy,Welcome to the Punch
James McAvoy,Gnomeo & Juliet
Alex Fisher,The Strangers
Rhona Mitra,Underworld: Rise of the Lycans
Rhona Mitra,Doomsday
Carlito's Way,Penelope Ann Miller
Blood Creek,Henry Cavill
Blood Creek,Dominic Purcell
Blood Creek,Emma Booth
Djimon Hounsou,Blood Diamond
Djimon Hounsou,Amistad
Djimon Hounsou,King Arthur: Legend of the Sword
Djimon Hounsou,Never Back Down
Djimon Hounsou,Air
Cloris Leachman,Beavis and Butt-Head Do America
Christopher Lloyd,Who Framed Roger Rabbit
Christopher Lloyd,The Addams Family
Christopher Lloyd,Things to Do in Denver When You're Dead
Emilio Estevez,Young Guns II
Jason Patric,The Beast of War
Jason Patric,The Lost Boys
Jason Patric,In the Valley of Elah
Jason Patric,Narc
Jason Patric,The Alamo
Sean Lynch,Ticket to Paradise
Malin Akerman,Wanderlust
Sharon Stone,Casino
Sharon Stone,The Muse
Rade Serbedzija,The Quiet American
Rade Serbedzija,The Saint
Rade Serbedzija,Mighty Joe Young
Jake Weber,Meet Joe Black
Isaiah Stone,Winter's Bone
Joel Grey,Remo Williams: The Adventure Begins
The Grudge,Sarah Michelle Gellar
The Grudge,Jason Behr
The Grudge,Clea DuVall
The Old Guard,KiKi Layne
The Old Guard,Matthias Schoenaerts
The Old Guard,Marwan Kenzari
Heist,Danny DeVito
Heist,Jeffrey Dean Morgan
The Pink Panther 2,Steve Martin
The Pink Panther 2,Emily Mortimer
The Pink Panther 2,Andy Garcia
Snow Angels,Sam Rockwell
Snow Angels,Michael Angarano
Looney Tunes: Back in Action,Jenna Elfman
Looney Tunes: Back in Action,Steve Martin
Looney Tunes: Back in Action,Heather Locklear
Cherry Miko,A Prayer Before Dawn
Dracula,Bela Lugosi
Dracula,Helen Chandler
Dracula,David Manners
Dracula,Frank Langella
Dracula,Laurence Olivier
Holy Man,Kelly Preston
She's Funny That Way,Owen Wilson
She's Funny That Way,Jennifer Aniston
She's Funny That Way,Kathryn Hahn
Charlie Bewley,Like Crazy
Ludo,Abhishek Bachchan
Ludo,Fatima Sana Shaikh
The Object of My Affection,Jennifer Aniston
The Object of My Affection,Paul Rudd
The Object of My Affection,Lena Cardwell
Sarah Polley,The Secret Life of Words
Sarah Polley,Go
Renée Zellweger,Jerry Maguire
Renée Zellweger,Bridget Jones's Diary
Renée Zellweger,Bridget Jones: The Edge of Reason
Gael García Bernal,Babel
Gael García Bernal,Letters to Juliet
Hugo Weaving,Cloud Atlas
Zoe Saldana,The Book of Life
Matthew Fox,Vantage Point
The Falcon and the Snowman,Timothy Hutton
The Falcon and the Snowman,Pat Hingle
Simon Birch,Ashley Judd
Paul Walter Hauser,Richard Jewell
12 Years a Slave,Chiwetel Ejiofor
12 Years a Slave,Michael Kenneth Williams
Trapped,Geetanjali Thapa
Trapped,Kevin Bacon
Bridget Jones: The Edge of Reason,Colin Firth
Bridget Jones: The Edge of Reason,Hugh Grant
David Thewlis,Seven Years in Tibet
Cherry Falls,Jay Mohr
Cherry Falls,Jesse Bradford
Chris Elliott,Groundhog Day
Kathryn Newton,Pokémon: Detective Pikachu
Benjamin Hollingsworth,The Joneses
One Crazy Summer,Demi Moore
One Crazy Summer,Joel Murray
The Space Between Us,Gary Oldman
The Space Between Us,Carla Gugino
The Space Between Us,Britt Robertson
Cameron Diaz,Shrek
Cameron Diaz,My Sister's Keeper
Cameron Diaz,Vanilla Sky
Cameron Diaz,Knight and Day
Cameron Diaz,My Best Friend's Wedding
Cameron Diaz,Very Bad Things
Cameron Diaz,Gambit
Cameron Diaz,The Box
The Whistleblower,Rachel Weisz
The Whistleblower,David Strathairn
Frances O'Connor,The Importance of Being Earnest
Frances O'Connor,Bedazzled
Michael Jai White,Freaky Deaky
Jessica Barth,Ted 2
Shame,Liv Ullmann
Shame,Gunnar Björnstrand
Shame,Carey Mulligan
The Big Green,Olivia d'Abo
Along Came Polly,Jennifer Aniston
Along Came Polly,Debra Messing
Along Came Polly,Philip Seymour Hoffman
James Spader,"Sex, Lies, and Videotape"
Asteroid City,Jason Schwartzman
Asteroid City,Scarlett Johansson
Asteroid City,Tom Hanks
Rock Star,Jennifer Aniston
Rock Star,Dominic West
Rock Star,Jason Bonham
Jon Finch,Macbeth
Willem Dafoe,Fireflies in the Garden
Willem Dafoe,American Dreamz
Ruth Negga,Ad Astra
The In-Laws,Ryan Reynolds
Jennifer Love Hewitt,I Know What You Did Last Summer
Chloë Grace Moretz,Dark Places
Chloë Grace Moretz,The Addams Family
Chloë Grace Moretz,The Addams Family 2
Fran Drescher,Cadillac Man
Lions for Lambs,Tom Cruise
Lions for Lambs,Robert Redford
Mae Whitman,The Jungle Book 2
Four Weddings and a Funeral,Hugh Grant
Four Weddings and a Funeral,James Fleet
Weird Science,Kelly LeBrock
Weird Science,Bill Paxton
A Prayer Before Dawn,Joe Cole
A Prayer Before Dawn,Panya Yimmumphai
Short Cuts,Tim Robbins
Short Cuts,Bruce Davison
Legend,Tom Hardy
Legend,Taron Egerton
Legend,Paul Anderson
Legend,Tom Cruise
Legend,Tim Curry
Idris Elba,The Gunman
The Shining,Danny Lloyd
The Shining,Scatman Crothers
Once Upon a Time in Hollywood,Leonardo DiCaprio
Look Who's Talking,John Travolta
Look Who's Talking,Kirstie Alley
Look Who's Talking,Olympia Dukakis
Look Who's Talking,George Segal
Clive Owen,Derailed
Clive Owen,Killer Elite
Clive Owen,Duplicity
Steve Coogan,Hamlet 2
Frequency,Shawn Doyle
Graham Greene,Thunderheart
The Cure,Brad Renfro
The Cure,Aeryk Egan
The Secret Life of Words,Tim Robbins
The Secret Life of Words,Javier Cámara
Alexander England,Little Monsters
The Woodsman,Kevin Bacon
Green Card,Gérard Depardieu
Green Card,Bebe Neuwirth
The Little Prince,Rachel McAdams
The Little Prince,Marion Cotillard
Winona Ryder,Edward Scissorhands
Winona Ryder,Bram Stoker's Dracula
Winona Ryder,Mermaids
Winona Ryder,Great Balls of Fire!
I Care a Lot,Dianne Wiest
The Gingerbread Man,Kenneth Branagh
The Gingerbread Man,Daryl Hannah
A Goofy Movie,Jason Marsden
A Goofy Movie,Jim Cummings
A Goofy Movie,Kellie Martin
Fight Club,Meat Loaf
Fight Club,Zach Grenier
Olympia Dukakis,Mr. Holland's Opus
Olympia Dukakis,Moonstruck
Nicholas Hoult,Mad Max: Fury Road
Nicholas Hoult,A Single Man
Nicholas Hoult,X-Men: Apocalypse
Nicholas Hoult,Dark Places
A Million Ways to Die in the West,Seth MacFarlane
A Million Ways to Die in the West,Liam Neeson
Fred Gwynne,Pet Sematary
A League of Their Own,Tom Hanks
A League of Their Own,Geena Davis
A League of Their Own,Madonna
Must Love Dogs,Diane Lane
Must Love Dogs,Christopher Plummer
Far and Away,Tom Cruise
Far and Away,Nicole Kidman
Far and Away,Robert Prosky
Alicia Vikander,Seventh Son
John Randolph,Prizzi's Honor
Bill Paxton,Nightcrawler
Bill Paxton,Frailty
Bill Paxton,One False Move
Bill Paxton,Near Dark
Bill Paxton,Twister
